@relation train

@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute a4 real
@attribute a5 real
@attribute a6 real
@attribute a7 real
@attribute a8 real
@attribute a9 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 {1,2,3,}

@data
-1.460209,-0.277596,-0.368908,-1.499820,-0.690918,-0.470544,-0.817296,-0.896996,-0.984197,-0.927175,-0.603588,-1.566771,-0.087055,0.032643,0.214292,-1.271313,0.250030,0.069944,-0.119250,-0.450247,-0.225210,-0.351083,-0.240218,0.168259,0.251176,-0.001954,0.151037,-0.769241,0.433680,0.329338,-0.950957,1
-0.732618,-0.800004,-0.783296,-0.721068,-0.379986,-0.146815,-0.283105,-0.395920,-0.873282,-0.487775,-0.847265,-0.437811,0.414197,-0.260948,0.613932,-0.260717,-0.708440,0.607930,0.811323,0.866716,0.803545,0.671695,0.719588,0.764829,0.658155,0.851586,0.775384,1.016365,0.858986,1.021190,0.324983,2
1.125743,-1.431960,-1.470666,1.134692,2.863819,0.029346,0.140472,0.133414,2.280946,2.492460,1.345908,2.361266,0.733725,-1.559939,0.056074,2.907452,-1.446236,0.167695,0.284482,-0.607628,0.307153,-0.407692,0.286683,0.965781,0.088453,0.195060,0.933257,-0.411090,-1.448248,-1.446938,-0.913107,1
0.024897,0.386541,0.453193,0.714946,0.835380,-1.259046,-1.456693,-1.826343,-0.019173,0.873723,-0.600642,-0.938806,-0.622226,1.035771,-1.020489,-1.299864,0.011872,-1.020488,0.602159,0.190757,0.554550,0.554326,0.539096,0.150605,-0.491143,0.758444,0.712492,0.350359,0.758445,0.350359,0.257576,1
-0.394452,0.219951,0.310389,0.129735,-0.430985,-1.469357,-1.438999,-1.669816,-0.785599,-0.171003,-0.265713,-0.886199,-0.148665,-0.031578,0.473963,-0.100259,-0.187842,0.473963,0.154868,0.000000,0.053901,0.088834,0.054397,0.065634,0.426371,0.285065,0.330666,-0.112725,0.285065,-0.112725,0.000000,1
-0.460592,-0.570633,-0.285860,-0.722294,-0.736549,0.701151,0.882350,1.257539,-0.790545,-0.125573,-0.757430,-0.568803,0.138914,-0.050885,0.496040,-0.048962,-0.131223,0.496039,-1.398483,-0.859970,-1.360990,-1.173494,-1.373550,-1.509573,1.060600,-1.370133,-1.397277,-0.760293,-1.370135,-0.760293,0.000000,1
0.150605,-0.467408,-0.247980,-0.215820,0.386943,1.090758,1.201344,1.263471,0.892694,0.924210,0.957376,0.794917,0.763090,0.326635,0.240540,0.901329,1.088346,0.251759,-0.334164,1.154696,-0.554499,1.665792,-0.580092,-0.533417,-1.078696,-0.734226,-0.558509,-0.757800,-0.733061,-0.754955,0.276441,3
-0.063831,1.468754,2.577712,-1.260456,-0.787508,1.658053,2.070736,2.008605,0.432343,-0.539187,1.058189,1.101214,0.947655,-0.806731,0.109639,2.305272,1.795680,-0.903983,1.556216,1.421706,1.966991,1.812466,1.431054,1.591103,-1.043409,0.978254,1.336255,0.747526,1.276239,0.749989,-0.444163,3
0.648423,-0.550707,-0.591041,0.702470,0.582224,0.041128,0.032660,0.331611,0.466041,0.591201,0.270861,0.076392,-0.762939,0.974718,-0.025584,0.121130,-0.155471,-0.025584,0.686655,0.544625,0.623454,0.478184,0.642029,0.819076,-0.720434,0.667484,0.611589,0.653530,0.667485,0.653530,0.115478,2
0.267904,0.576484,1.055675,-0.091219,-0.207314,0.130961,-0.279938,-0.389054,0.001545,-0.328504,0.516840,-0.857035,-0.600411,-0.020743,2.459187,-0.374327,0.284140,2.444407,-0.625452,-0.528370,-0.609480,-0.315023,-0.823477,-0.610565,-0.421707,-0.706902,-0.665684,-0.755468,-0.703043,-0.755468,0.421169,2
1.298455,-0.714995,-0.544968,1.196217,1.003287,-0.172139,-0.102974,0.032395,0.653823,0.761279,0.519021,0.887425,-0.807535,1.267696,-0.062956,-0.424853,-0.239153,-0.051826,-0.626990,2.787517,-1.004094,-0.838606,-0.997767,-0.871493,1.384309,-1.033959,-0.913744,3.087398,-1.034362,3.110217,-5.341705,3
0.754674,0.822050,1.159021,0.272489,-0.230768,0.210753,0.928704,1.410145,1.013553,0.859116,1.038786,0.613740,-0.564451,0.745146,0.887356,0.843665,0.977260,0.872507,-1.397579,-0.762626,-0.410016,-0.531445,-0.618746,-1.291018,-1.317356,-1.767230,-1.641466,-0.976937,-1.757581,-0.976937,0.421169,1
-0.679739,-1.427537,-0.835583,-0.703656,-0.426874,-0.181327,-0.365822,-0.291730,-0.930243,-0.686555,-1.145450,-0.970916,0.534302,-0.379303,-0.700680,-0.987022,-0.884118,-0.720434,-0.300155,-0.857658,-0.274158,-0.618977,-0.245576,0.429237,-0.151510,-0.188968,0.171103,-0.600259,-0.183992,-0.600258,0.256262,2
-0.518125,-0.060235,-0.215699,-0.669616,-0.793962,1.227681,-0.185299,0.522147,-0.787790,-0.873522,-0.740581,-1.342990,0.315938,-0.588941,-0.054569,-1.006816,-0.497436,-0.054569,-0.088607,-0.014083,0.176794,0.253850,0.160909,-0.062612,1.394362,-0.538061,-0.653269,-1.031646,-0.538061,-1.031645,0.000000,3
0.672450,-1.177115,-0.977995,0.516970,1.180633,-0.183026,0.577570,1.313937,0.605146,0.966493,0.064689,0.913050,-0.017598,0.490752,0.520589,1.081008,0.435791,0.547863,-1.417685,-1.478204,-1.344503,-1.300162,-1.340677,-1.404116,-0.880197,-1.372144,-1.102119,-1.536813,-0.156114,-0.169193,0.671580,2
2.882015,4.191630,4.696702,1.185360,-1.549882,3.049397,3.700543,3.170741,1.863340,-1.641969,1.752958,0.894271,-1.967390,0.720445,0.564441,1.084426,2.741474,0.557856,0.314360,0.866716,0.328546,0.468493,0.562781,-0.181106,0.298345,0.210612,-0.217177,1.016365,0.129232,1.021190,-0.416338,1
-0.349736,-0.093996,0.132671,-0.177347,-0.014273,1.019080,1.090459,0.612152,-0.103768,-0.593031,-0.066734,0.023977,-0.161865,-0.243044,-0.931077,-0.482337,-0.644000,-0.931076,-0.572673,-1.281566,-0.459658,-1.503636,-0.563183,-0.062612,-0.154928,-0.538061,0.046662,-1.031646,-0.538061,-1.031645,0.000000,2
0.217418,0.386078,-0.084576,0.262607,0.899438,-0.193652,0.135988,-0.860744,0.998151,0.294213,1.407232,-0.466332,-0.045877,-0.142895,-0.432273,-1.030541,0.393940,-0.432272,1.483331,1.341583,1.478511,1.087239,1.506050,1.481223,1.550185,1.538120,1.458399,1.437790,1.538122,1.437789,0.115478,1
1.939238,-0.957334,-1.007822,2.050629,2.452950,0.040909,-0.007623,0.317567,2.098180,2.587562,1.214716,1.298757,-1.269303,2.237216,-0.779245,1.050648,2.095463,-0.779244,-0.702117,-0.697241,-1.118408,-0.784983,-0.607004,-0.351416,0.687601,-0.319346,-0.623431,-0.486780,-0.319346,-0.486779,0.257576,3
-0.456972,0.123140,0.082688,-0.955164,-0.577217,0.622335,0.580073,0.467931,-0.000451,0.344901,-0.483815,0.443592,0.784171,-0.100394,-0.618687,-0.130187,-0.347414,-0.575026,0.830656,0.455344,0.807657,0.528449,0.795017,0.564119,-0.225853,0.792112,1.159119,0.611156,1.044918,0.613539,0.459183,3
0.809775,-0.329620,-0.109780,0.822775,0.408577,0.020705,0.658819,1.039689,0.548657,0.576614,0.366968,1.100912,-0.858634,0.877696,-0.031171,0.534231,0.497487,-0.031171,-0.324483,-0.343222,-0.386190,-0.247205,-0.369088,-0.496502,-0.820140,-0.368908,-0.393387,-0.234619,-0.367340,-0.234618,0.124779,1
0.302748,0.050472,-0.313626,0.782603,0.504564,-1.021492,-0.979432,-0.725350,0.172561,0.241264,0.275324,0.685559,0.053716,0.445020,-0.079334,0.368697,0.166027,-0.079334,1.216724,1.289910,1.266692,1.140821,1.278348,1.247086,-0.207898,1.112674,1.290614,1.398281,1.112676,1.398281,0.000000,1
0.410849,-0.870757,-0.897138,0.439069,0.559192,-1.122224,-1.136904,-0.958370,0.371180,0.590498,0.017701,0.640210,-0.346801,0.593605,0.244552,1.009028,0.757881,0.244551,-0.974766,-0.850138,-1.086540,-1.145848,-0.870043,-0.725894,0.036442,-0.856130,-0.446930,-0.718885,-0.856131,-0.718885,0.115478,2
0.701554,-0.326454,-0.326896,0.483101,1.338768,-0.052461,-0.020549,-0.200277,1.485344,1.224264,2.493670,1.622063,0.528893,0.741949,0.051976,1.489163,1.814178,0.074771,-0.492741,-0.379212,-0.525556,-0.652866,-0.477008,-0.462855,0.814641,-0.417776,-0.493948,-0.252543,-0.458823,-0.250673,0.120440,2
1.542443,-0.059885,-0.308047,1.942559,2.146934,0.069006,0.399992,0.625311,1.986189,1.174803,2.321863,2.204036,-0.139698,1.307405,-0.467981,1.008525,1.106140,-0.467981,0.380609,0.429980,0.256033,0.088834,0.462371,0.656336,-0.842177,0.491967,0.714653,0.534843,0.491968,0.534843,0.000000,1
-0.301844,-0.478687,-0.158537,0.200941,-0.084171,-1.514394,-1.848864,-1.687711,-0.797783,-0.302527,-1.252515,-0.632750,-0.250885,0.145850,-0.086811,-0.254785,-0.452750,-0.059698,-0.864414,-0.862383,-0.815387,-0.858310,-0.848016,-0.591222,0.071431,-0.790041,-0.848168,-0.843493,-0.921506,-0.841974,0.459183,3
0.010258,-0.164880,-0.191250,0.065732,0.309403,1.302677,0.769765,1.610603,-0.033553,0.087617,-0.050942,-0.009825,-0.140160,0.262718,-1.075078,-0.244531,0.392100,-0.258847,-0.043593,0.093676,-0.055596,0.174079,0.015132,0.168259,0.382801,0.056651,0.042289,0.228335,0.465186,0.480868,0.780441,2
-0.633826,-0.920590,-0.720927,-0.634420,0.029449,-0.032266,0.052205,-0.015576,-0.228306,-0.010894,-0.371924,0.290554,0.810390,-0.224878,0.068944,0.420953,-0.049102,0.056640,-0.463447,-0.693371,-0.383958,-0.547520,-0.378086,-0.544918,-1.500724,-0.521945,-0.446226,-0.540634,-0.509309,-0.525102,0.324983,2
-0.187882,-0.322090,-0.387124,-0.062402,0.497577,-1.235723,-1.424825,-1.048335,-0.033609,0.214422,-0.340297,0.188636,0.219188,-0.031685,-0.184484,0.224385,0.115711,-0.184484,0.639305,0.634771,0.577048,0.716944,0.570471,0.688999,1.326303,0.681900,0.718433,0.694898,0.681901,0.694898,0.000000,1
0.586024,0.951212,-0.049977,1.265785,1.144140,-0.196487,-0.548647,-0.318853,1.014357,0.805965,0.775998,-1.065827,-0.733433,0.650646,-0.922773,-1.331129,0.325468,-0.902123,-0.990922,-0.408135,-1.181743,-0.509901,-0.844347,-0.710533,0.845927,-0.847564,-0.631806,-0.356452,-0.857800,-0.356452,0.164557,3
1.515300,3.136258,1.916018,2.149552,0.660738,-2.946856,-2.001269,-0.249809,0.846631,0.581179,1.839113,0.002071,-1.518620,-0.286604,-0.934686,-0.154204,0.757741,-0.923818,0.707676,0.386330,0.344691,0.755126,0.951362,0.311787,-0.873452,1.213707,1.395266,0.456480,1.225069,0.465628,0.276441,1
-0.831279,1.714854,1.856001,-1.859721,-2.747606,0.081644,1.034161,3.865911,-1.341484,-1.101013,-1.371343,-0.910989,-0.218645,-0.460070,0.115822,-0.623563,-0.775937,0.127011,1.056779,0.482377,1.243871,0.868956,0.951362,0.987948,0.152797,1.063917,1.217628,0.456480,1.074474,0.465628,0.276441,3
0.582435,1.308910,1.638352,0.830918,0.573468,-0.349063,-0.294706,0.061302,0.322885,-0.398202,1.438397,-0.078063,0.663765,-0.586618,1.381295,-0.127865,-0.473832,1.381293,-1.546565,-0.105246,-0.560742,0.219499,-1.753154,-1.355459,-0.098229,-1.756372,-1.513993,-1.602962,-1.756375,-1.602961,0.257576,2
0.577479,-0.127262,0.544646,0.783568,-0.012933,-0.998591,-1.521133,-1.631313,-0.025642,-0.085558,0.274359,-0.604280,-1.509974,0.721400,-0.274821,-0.746079,0.682021,-2.085311,-0.286211,0.175476,-0.487214,0.469418,-0.807925,-0.586367,0.240088,0.036903,-0.555985,0.092286,0.689400,0.670017,-0.114218,1
0.011043,-0.436444,-0.148987,0.006150,0.451996,1.048636,1.096390,1.148866,0.523625,0.403118,0.600572,1.248491,0.364887,0.719289,-0.192507,0.821508,0.626186,-0.364645,0.105648,0.289649,0.121452,-0.086809,0.134068,-0.013190,0.033128,0.107668,-0.026326,0.466462,0.584366,0.609447,1.340794,1
0.292595,1.154897,1.203254,-0.460100,-0.915745,0.930180,0.647007,0.275253,-0.082054,-0.704439,0.538514,-0.750070,-1.511683,-0.305835,-1.903452,-1.371643,-0.867450,-1.903450,0.634027,0.190757,1.112175,0.554326,0.539096,0.150605,-0.884058,0.399177,-0.178120,0.350359,0.399178,0.350359,0.257576,3
1.135394,-0.799059,-0.430162,1.008727,0.215679,0.383937,0.318844,0.264456,0.122296,0.504785,-0.341594,-1.593111,-1.792265,1.365613,-0.098832,-1.097696,0.791378,-0.020417,-0.426150,-0.888380,-0.225622,-1.055571,-0.221278,0.255479,-0.511229,-0.338809,0.240932,-0.735261,-0.053212,-0.718392,-4.999140,1
-0.136692,-0.041330,-0.025561,-0.104824,-0.202771,0.133917,0.043605,-0.212572,-0.556810,-0.987192,-0.258737,-1.447743,-0.507942,0.233363,-0.749166,-0.849767,0.233422,0.701997,-1.095584,-0.760053,-1.055576,-0.915673,-1.164849,-0.916430,0.228798,-0.838255,-0.891899,-0.698869,0.169525,0.065116,-1.216564,1
1.520326,1.090960,1.234017,0.420199,0.735473,1.817595,2.622148,2.686082,2.101096,2.287075,1.862437,1.988498,0.046616,0.653934,0.357689,1.749538,0.717207,0.373311,-0.441149,-0.654154,-0.355599,-0.521804,-0.384560,-0.471792,1.186364,-0.537729,-0.512677,-0.532370,0.128308,0.106663,0.632920,2
0.487081,-0.819869,-0.664569,0.236479,0.292866,-0.327931,-0.541530,-0.495275,0.127574,0.210320,-0.000792,-0.432916,-0.613269,0.437802,-0.176914,0.028321,0.527354,-0.165816,-0.352913,-0.286010,-0.104904,-0.041740,-0.162427,-0.364374,1.794776,-0.584385,-0.736126,-0.555422,-0.582426,-0.551521,0.276441,3
0.246099,1.971006,2.468033,-0.201776,-0.537488,-3.867114,-4.012792,-3.682442,-0.640854,-1.363901,-0.123744,-0.190737,0.082408,-2.201628,-0.691442,-1.177216,-1.396975,-0.670651,-0.218916,0.051839,-0.184655,0.337964,-0.203072,-0.380902,-0.112936,-0.217146,-0.013735,-0.279335,-0.224998,-0.279334,0.164557,2
-0.698256,-0.155642,-0.167645,-0.997900,-0.806970,0.460300,0.371039,0.356894,-0.500724,-0.052059,-0.525495,-0.874527,-0.171073,-1.954322,0.164509,-0.365842,-2.275514,0.142734,0.554518,0.637606,0.453244,0.699241,0.525836,0.780663,-0.604361,0.408285,0.694748,-0.070938,-2.291300,-2.307379,-1.305081,1
-0.283406,-0.623733,-0.392935,-0.305252,0.306036,0.308840,0.774550,1.996441,0.448468,0.319215,0.075825,1.613116,0.700067,-0.173697,-0.594540,0.925396,0.435027,-0.594539,-1.415976,-1.299662,-1.415377,-1.403005,-1.404212,-1.327612,-0.541469,-1.411753,-1.346509,-1.251406,-1.411755,-1.251405,0.000000,1
-0.691531,-0.406265,-0.010755,-0.525254,0.028837,-0.373904,-0.445794,-0.414418,-0.243938,-0.654918,-0.052340,0.093608,1.029939,0.547361,0.599114,-0.776118,0.655129,0.806056,0.200428,0.958571,-0.010592,0.469418,-0.026062,-0.896796,1.036171,0.195060,-0.853838,1.099001,0.667917,0.753035,0.152101,1
-0.093955,-1.043811,-0.566270,-0.098467,0.307765,-0.012698,0.466504,1.387626,-0.000063,0.240520,-0.225652,0.022708,0.217861,0.196076,0.468575,-0.184193,0.432855,0.468574,-1.332033,-1.281566,-1.096090,-0.917774,-1.287295,-2.175791,-0.154928,-1.283074,-2.753034,-1.671926,-1.283075,-1.671925,0.000000,2
-0.463246,1.629403,1.834990,-0.266889,-0.621833,-3.214268,-2.898909,-1.829459,-0.414388,-0.796767,0.174100,-0.254453,1.282473,0.245255,1.603167,-0.654797,0.388702,4.221389,-2.010414,-1.345604,-2.179815,-1.574913,-1.927173,-2.296026,-0.457948,-1.900634,-1.605878,-1.253316,0.384159,0.426180,-0.823232,1
0.162166,-0.486006,-0.130851,0.234348,0.481412,-0.687509,-0.522258,-0.450217,0.263642,0.533185,0.068840,0.783577,0.040036,0.357850,0.563476,0.988550,0.592378,0.527174,-0.418972,0.157994,0.068539,0.398513,-0.426743,-0.674512,-0.771343,-0.789237,-0.684393,-0.312902,-0.797310,-0.312902,0.256262,3
-0.947462,0.443391,-0.418098,-0.909644,-0.536523,-0.552235,-0.425959,-0.271765,-0.755168,-0.833792,-0.831039,-0.832334,0.967359,-1.035771,-0.648163,-0.746472,-0.721539,-0.668610,-0.154687,-0.349837,-0.274158,-0.110232,-0.245576,0.061319,0.055096,-0.188968,0.171103,-0.600259,-0.183992,-0.600258,0.256262,1
2.634207,0.068174,0.123020,0.838267,1.166760,-0.148293,-0.182614,-0.247024,2.011824,1.192295,0.508677,2.740267,-2.182425,1.112375,-0.092424,3.253378,-2.665171,-0.182775,-1.274831,0.455163,0.979143,0.653228,-2.206346,-1.924263,-3.658919,-2.245153,-1.923254,-1.922247,-2.570273,-2.443900,-1.327320,1
-0.138843,-0.402294,-0.404426,-0.181498,0.242842,0.667393,0.327027,0.090598,0.314662,0.394131,-0.031396,1.014255,0.402184,0.023884,-0.320080,0.627262,0.313023,-0.320080,-1.282571,-1.299662,-1.282475,-1.270506,-1.272618,-1.201546,-0.881062,-1.280963,-1.088446,-1.251406,-1.280964,-1.251405,0.000000,3
0.988740,-0.993395,-0.954893,1.016568,1.389234,0.269975,0.156054,0.438666,1.183148,1.142432,0.767634,1.147156,-0.494582,0.991044,-0.418490,1.255328,1.113680,-0.433378,1.735261,1.579942,1.584671,1.632818,1.633322,1.771154,0.138079,1.625883,1.871279,1.680772,1.617039,1.680772,0.303478,1
-0.684976,-0.689802,-0.226164,-0.865481,-0.287528,1.080403,1.640061,1.595323,0.413222,0.583571,0.182876,0.389486,1.432465,-0.134350,0.196538,0.452178,0.793399,0.207747,0.051504,-0.382057,0.044960,-0.155581,-0.023203,0.142744,-0.873452,0.164830,0.329580,-0.251849,0.170711,-0.246381,0.276441,2
-0.382610,0.046541,-0.002144,-0.606724,-0.569456,0.164539,0.186113,0.149630,-0.699414,-0.208923,-0.538032,-0.862333,0.175175,-0.282965,1.017976,-0.412759,-0.363499,1.017975,-1.556618,-1.049441,-1.834692,-0.942836,-1.518114,-1.829462,-1.225068,-1.291418,-1.293730,-1.307100,-1.291420,-1.307099,0.115478,3
-0.692084,-0.286392,-0.225501,-0.348139,-0.706902,-0.024893,-0.126900,-0.122557,-0.962081,-0.778490,-0.396524,-1.101214,0.247567,0.339222,0.092814,-0.510325,0.277244,-0.316501,-0.140240,-0.328846,-0.231996,-0.261963,-0.065572,-0.132520,-0.496029,-0.076204,0.196709,-0.234830,0.444527,0.266567,-1.216564,1
1.566470,-0.099429,-0.133294,1.434475,1.447039,0.689037,0.765995,0.344539,1.192799,1.304286,0.538645,0.893980,-0.918239,0.523616,0.262114,0.860564,0.748904,0.174351,-0.830032,-0.994179,-0.818856,-0.876245,-0.836043,-1.000876,0.053746,-0.470795,-1.045118,-0.769241,0.323418,0.329338,1.528127,3
1.591301,0.126327,0.478396,1.516207,0.579489,-0.172641,-0.432243,-0.809635,1.280764,0.326232,1.366718,-1.800405,-1.782111,0.977282,0.906568,-0.837562,0.731482,0.906567,0.607507,0.505811,0.709880,0.584445,0.702116,0.436928,-0.881062,0.551049,0.331259,0.565143,0.551050,0.565143,0.000000,2
-0.638471,-0.063578,0.008024,-0.190024,-0.793720,-1.264777,-0.886461,-0.876608,-0.845163,-0.915835,-0.420702,-0.877834,0.545310,-0.505661,-0.194377,-0.628358,-0.952991,-0.194376,0.803955,-0.014083,0.813246,0.253850,0.884992,-0.062612,1.007017,0.951956,1.446537,-0.391296,0.951957,-0.391295,0.000000,3
-0.353074,-0.545580,-0.293007,-0.453977,-0.411925,0.744098,1.012346,1.099706,-0.417585,0.054083,-0.672120,-0.387194,0.211195,-0.054880,0.378770,0.054496,-0.060491,0.378770,-1.309212,-1.049441,-1.300370,-1.348819,-1.086033,-1.167265,-0.972726,-1.073769,-2.564037,-0.914940,-1.073770,-0.914939,0.115478,3
0.203464,-0.009506,1.165756,-0.008341,-0.009100,1.026217,0.898595,1.038986,0.032519,0.226003,0.880249,0.061587,-0.503811,0.610484,1.763714,0.244571,0.355034,1.785930,-1.802114,-0.408135,-0.849397,-0.403912,-1.806234,-2.358657,-0.304709,-2.423595,-2.795056,-0.742027,-2.439784,-0.742027,0.164557,3
0.537920,0.782230,1.008124,1.093676,-0.478627,0.223470,-0.182494,1.750944,-0.467479,-0.491837,0.024735,-0.752523,-0.564612,0.166198,0.357287,-0.404144,-0.529013,0.378700,-1.059494,-0.408135,-1.181743,-0.615881,-1.164949,-0.710533,0.845927,-0.847564,-0.631806,-0.356452,-0.857800,-0.356452,0.164557,3
0.330716,-0.057411,-0.347374,0.345937,-0.104793,-0.344127,-0.337422,0.818853,-0.199685,-0.181327,-0.319136,0.283869,-0.589151,0.316542,0.727301,-0.106301,-0.179779,0.727300,-0.156526,-0.178030,-0.207024,-0.084809,-0.192868,-0.186183,0.423888,-0.023057,-0.393387,-0.061539,-0.020247,-0.061539,0.124779,1
-0.434253,0.124889,-0.142945,-0.434454,0.563917,0.613720,0.261742,-0.024967,0.260626,0.187792,-0.099867,0.151359,-0.634802,0.324474,0.273705,0.391839,0.403460,1.866053,0.356613,-0.015244,0.252454,0.043096,0.455143,0.595395,2.007902,0.451363,0.368596,0.102652,0.505640,0.413080,0.057229,2
1.010837,0.909301,1.253117,0.558972,0.404898,1.934613,2.340460,2.577307,1.180434,0.235564,2.245761,0.402515,-0.889638,0.177528,-2.215902,0.477753,1.186363,-2.230879,0.294766,0.642894,0.786786,0.767109,0.200177,-0.100185,-0.645619,-0.070690,-0.275384,-0.533989,-0.070304,-0.533989,0.421169,3
2.140802,0.182142,0.220062,2.303263,1.266285,-1.026016,-0.982820,-0.759409,1.148063,0.601767,0.898898,1.097393,-1.650717,0.470756,-1.167063,0.753830,0.350239,-1.260355,-1.080203,-1.111971,-0.894988,-0.954247,-0.958208,-0.980307,0.612313,-1.186765,-1.017874,-1.235522,-0.099233,-0.086437,0.594281,3
-1.109658,-0.249085,-0.464342,-1.096088,-0.798325,-0.742922,-0.402827,0.489585,-0.916751,-0.904968,-0.959860,-0.094496,1.321680,-1.159725,0.336206,0.226214,-0.739032,0.336205,-0.225480,-0.343222,-0.207024,-0.247205,-0.192868,-0.031031,0.216553,-0.195985,-0.077272,-0.234619,-0.193793,-0.234618,0.124779,1
-1.090959,0.842237,1.158216,-0.899772,-1.107246,-4.301205,-4.688259,-2.370113,-1.376167,-1.285487,-1.215520,-1.511781,0.920793,-1.140524,0.103265,-1.289609,-1.309715,0.103265,0.819396,0.813073,0.778342,0.889595,0.952578,1.055072,-0.612796,1.014456,1.029133,0.803853,1.020991,0.803853,0.124779,1
0.819888,4.214953,1.253419,0.295460,-0.833711,-1.898421,-1.288907,-0.262013,-0.304086,-1.095383,0.606905,-0.650474,1.253922,-1.375063,2.129747,-1.903853,-1.230899,2.087924,3.162999,5.155218,-0.119793,2.480191,3.127006,-0.077736,6.648806,6.190079,4.170015,5.475102,3.705266,5.480428,-7.219081,1
-0.633394,0.954158,0.972827,0.393609,-0.291368,1.466743,1.882039,0.718574,1.239546,0.631172,0.622277,0.415534,-1.139719,0.206812,-1.673538,0.619622,0.228225,-1.673536,-1.170982,-0.993234,-1.118408,-0.784983,-1.371037,-1.355459,0.294686,-1.397176,-1.513993,-1.044916,-1.397178,-1.044916,0.257576,2
-1.677054,-0.704680,-0.678392,-1.720586,-2.339652,-0.086462,0.277415,0.573830,-2.322867,-1.301874,-2.008609,-0.834405,1.141126,-1.428344,-0.823509,-0.258535,-1.299863,-0.823508,0.346077,0.118928,0.311405,0.186967,0.438826,0.436928,-0.541469,0.420188,0.460320,0.175888,0.420189,0.175888,0.000000,1
-0.603315,-0.015332,-0.516065,-0.586648,-0.550838,-0.430844,0.519705,1.067335,-0.635627,-0.588618,-0.584899,-1.102219,0.572634,-0.701827,0.523635,-0.750684,-0.382127,0.523635,0.342156,-0.014083,0.813246,0.253850,0.160909,-0.766991,1.007017,0.206942,-0.653269,0.249004,0.206943,0.249004,0.000000,3
-1.258444,-0.188968,-0.216252,-0.744673,-0.938454,0.163413,0.156486,0.033500,-0.835351,-0.639868,-0.389296,-0.628166,1.594119,0.303925,0.912770,-0.217508,0.342036,0.021733,2.277625,1.199935,1.802723,1.481218,2.248770,2.387208,1.546666,2.327186,2.373933,1.368223,1.188074,0.962500,-1.216564,1
0.577881,0.539348,1.118708,0.410860,-0.295792,-1.000371,0.236117,1.531385,-0.031856,0.037505,-0.085721,-0.020719,-0.321739,0.297934,1.709830,0.340005,0.350782,1.721490,-0.810006,1.250804,-0.704361,1.779693,-0.858542,-1.040495,-2.310198,-1.183749,-1.269000,-1.061403,-1.184957,-1.060096,0.276441,1
0.742289,-0.647227,-0.553091,0.540906,0.854330,0.324342,0.279848,0.368687,1.243165,0.776349,1.180233,1.063515,0.016761,0.508827,-0.277284,1.021494,1.300768,-0.266226,-0.245778,-0.189963,-0.404638,-0.497094,-0.162427,-0.533417,-1.283979,0.014984,-0.736126,-0.049470,0.020084,-0.042947,0.276441,3
-0.151238,-0.246320,-0.325599,0.059389,-0.332918,-0.197965,-0.181157,-0.390653,-0.404215,-0.119340,-0.134591,0.031307,-0.097241,0.049471,0.077895,0.199463,-0.316300,0.077895,0.040838,0.345373,0.623454,0.478184,-0.006000,-0.505178,0.036442,-0.420812,-0.658637,-0.130710,-0.420812,-0.130710,0.115478,2
-0.731633,-0.428502,-0.336849,-0.713227,-0.598982,-1.532892,-1.379988,-0.813455,-1.402004,-0.607869,-1.514197,-1.458399,0.383324,-0.541239,1.085533,-0.832626,-1.100912,1.085532,-0.725953,-0.850138,-0.659072,-0.739835,-0.870043,-0.505178,-0.720434,-0.856130,-0.446930,-0.914940,-0.856131,-0.914939,0.115478,1
-1.688514,0.640512,-0.561445,-1.625685,-0.962019,0.861166,0.604000,0.248603,-1.257843,-0.862524,-1.242362,-1.441611,0.931359,0.462483,-0.992562,-1.531688,0.597746,-0.419063,-0.262536,-0.607628,-0.169465,-0.407692,-0.182433,0.344922,-1.465739,-0.437560,0.337562,-0.662779,0.678654,0.607748,-0.753327,3
2.782691,0.298446,0.935731,2.509754,0.635002,-1.253919,-1.331833,-0.221912,0.745065,0.534170,1.102121,-2.790834,-4.171429,1.834188,1.325199,-0.890160,0.525625,1.325197,0.628187,0.644975,0.660288,0.720020,0.666367,0.262537,-1.159321,0.491967,0.330666,0.750703,0.491968,0.750703,0.000000,2
0.363077,0.016636,-0.133877,0.348018,-0.263692,1.013349,0.220515,-0.328444,-0.156698,-0.069378,-0.253569,0.105205,-0.651480,0.420581,0.305202,-0.133223,-0.106422,0.305201,0.443703,0.482709,0.330446,0.564791,0.512023,0.589594,0.423888,0.495727,0.554960,0.630780,0.500382,0.630780,0.124779,2
1.814580,0.524590,0.028028,0.714242,-0.020001,0.966683,-0.153702,0.156245,0.998141,-0.208229,0.800598,0.851143,-1.245075,0.435772,1.470968,1.196216,0.431780,1.858614,-0.958702,-1.020387,-0.894988,-1.127250,-0.766989,-0.980307,0.956742,-0.815867,-1.017874,-0.934151,0.014538,-0.003678,-0.990176,3
