@relation train

@attribute a1 real
@attribute a2 real
@attribute a3 real
@attribute a4 real
@attribute a5 real
@attribute a6 real
@attribute a7 real
@attribute a8 real
@attribute a9 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 {1,2,3,}

@data
-0.611719,0.202167,-0.717398,-0.591805,0.091026,0.090258,0.144785,0.753116,-0.235695,0.067403,-0.094255,1.273222,0.879294,-0.977583,-0.257962,-0.242199,-0.021284,-0.257962,0.828323,0.763732,0.842702,0.716944,0.833761,0.941070,1.665896,0.681900,0.847494,0.824653,0.681901,0.824653,0.000000,1
1.877914,-0.342890,0.228145,1.976639,1.491374,0.046074,-0.081840,-0.100376,0.896545,1.711034,0.154968,-0.286754,-1.820414,-6.999871,-1.467751,-1.032452,0.398826,-0.020417,0.353848,0.964221,0.566040,1.179727,0.562781,0.983122,-1.230899,0.073255,0.164579,-0.054063,-0.418088,-1.104932,-4.999140,1
0.275525,-0.135365,-0.480668,0.320885,0.099619,-1.877008,-1.436687,-1.210089,-0.090690,0.218393,-0.685169,0.416911,-0.047923,0.449062,0.915012,0.423134,0.263602,0.915011,1.369631,1.289910,1.266692,1.140821,1.278348,1.443926,-0.842177,1.319566,1.482627,1.398281,1.319568,1.398281,0.000000,3
0.430593,0.154455,-0.535056,0.380248,1.340778,0.304910,0.561998,0.217398,0.970576,1.151882,0.555675,0.869500,0.481262,0.348189,-1.338770,0.662267,0.368666,-1.444427,-0.528973,-0.654154,-0.445493,-0.521804,-0.480165,-0.387044,0.497507,-0.537729,-0.512677,-0.532370,0.071422,0.106663,1.019383,2
-0.946346,-0.930844,-0.131253,-1.222255,-0.400002,0.777173,1.170984,1.387727,-0.267070,0.098656,-0.488892,0.253609,1.107951,-0.184887,0.622879,0.566481,0.283487,0.634219,-0.910889,-0.958360,-0.704361,-0.838606,-0.858542,-0.871493,0.152797,-1.033959,-0.913744,-1.061403,-1.034362,-1.060096,0.276441,2
0.255328,0.261289,0.489616,-0.961106,-0.219740,1.848056,2.281046,1.938233,1.630712,1.624175,0.559073,2.084605,0.789570,0.640724,-0.487293,2.434856,2.163724,-0.487293,-0.640652,-0.993234,-0.560742,-0.784983,-0.607004,-0.351416,-0.491143,-0.678603,-0.623431,-1.044916,-0.678603,-1.044916,0.257576,3
0.377211,-0.450860,-0.514688,0.287538,0.253549,0.927355,0.539851,1.498813,0.232116,0.133626,0.149399,0.868917,-0.513552,0.205445,-0.636310,0.707546,0.297471,-0.636310,0.406064,0.343504,0.087053,-0.039668,0.368978,0.511009,-1.405220,0.686655,0.520870,0.795972,0.697363,0.795971,0.127342,3
1.245475,0.103124,-0.121733,1.530583,1.380287,-0.012032,-0.160347,0.103697,1.017071,0.903259,0.503228,1.549078,-0.369330,0.501257,-0.816934,1.304086,0.395428,-0.885244,-0.432312,-0.379473,-0.355599,-0.262345,-0.288955,-0.471792,1.071558,-0.630438,-0.512677,-0.331470,0.085643,0.161844,1.135386,3
0.165363,0.130077,-0.345505,-0.017000,0.062166,1.073467,0.605337,0.554206,0.173918,0.082705,0.107447,-0.007518,-0.399218,-0.261823,-0.090327,0.103265,0.541268,-0.090327,0.017990,-0.014083,0.176794,-0.331962,0.160909,-0.062612,-0.154928,-0.538061,0.046662,0.249004,-0.538061,0.249004,0.000000,2
-0.164066,-0.032417,-0.032047,-0.418259,-1.001990,-2.031524,-2.012830,-2.202328,-0.411835,0.061466,-0.481614,-0.306398,-0.550266,-1.954322,0.164509,0.282843,-2.275514,0.142734,1.337662,1.453474,1.301274,1.486948,1.376968,1.337363,-0.538554,0.994329,1.238438,0.926642,-2.291300,-2.307379,-1.305081,3
0.813042,0.773252,0.931992,0.908387,0.574413,0.467427,0.559143,-0.022874,0.885627,0.020973,1.464133,0.370154,-0.771555,0.067049,0.479030,0.250754,-0.047252,0.479029,0.891245,0.782753,0.554550,0.219499,0.539096,0.150605,-0.098229,0.758444,0.712492,0.908456,0.758445,0.908455,0.257576,1
-1.087743,0.663553,-0.103507,-0.293791,-1.621259,-1.138007,-0.381253,0.625945,-0.938788,-0.126820,-0.489968,-0.582917,0.554337,0.274842,0.426764,-0.384128,0.258957,0.193301,2.295218,1.909582,2.251494,1.899828,2.388106,2.664070,0.841925,2.243645,2.602741,2.079276,1.010034,0.823909,-2.072266,1
-0.905490,-0.417735,-0.360795,-0.725160,-0.602119,-0.982949,-0.577942,-0.418188,-1.039288,-0.813475,-1.250706,-1.458801,0.873754,-0.664399,0.762939,-1.111770,-0.772509,0.724033,0.031981,-0.349837,0.068539,-0.110232,0.116746,0.797150,0.468313,0.211205,1.026620,-0.600259,0.224888,-0.600258,0.256262,3
-0.058067,0.292796,0.195925,0.233503,-0.082287,0.516326,0.693533,0.831078,-0.026470,-0.070804,0.145679,-0.301180,-0.189652,0.657462,-0.183519,-0.506334,0.538091,-0.341684,0.346459,0.385837,0.504998,0.471247,0.284884,-0.013190,-0.107176,0.208078,-0.026326,0.162980,0.606613,0.577106,0.913710,3
-1.103727,0.482638,0.000993,-0.970495,-0.523192,-1.030842,-1.208784,-1.032049,-0.875755,-0.563837,-0.988239,-0.973188,1.362395,-0.938587,0.992974,-0.856714,-0.797732,0.992973,0.091207,0.026424,0.087053,0.115560,0.368978,-0.320151,0.562470,0.165142,-0.030640,0.345423,0.172149,0.345423,0.127342,3
1.187268,-1.054869,-0.981543,1.117904,0.126427,0.291921,0.107086,0.151228,0.265150,0.477501,-0.036792,0.253699,-1.366215,1.329422,-0.214412,0.474164,0.567878,-0.203334,-1.059996,-1.054367,-1.004094,-0.952437,-0.997767,-1.040495,0.152797,-1.033959,-1.091362,-0.960179,-1.034362,-0.958379,0.276441,2
1.786733,0.741384,0.946659,1.839816,1.092870,-0.025567,-0.073011,0.173476,1.016066,0.597917,1.515102,-0.844398,-1.867462,1.725011,0.975592,-0.378941,0.516879,0.975591,0.554518,0.505811,0.577048,0.451955,0.570471,0.310892,0.816913,0.551049,0.331259,0.565143,0.551050,0.565143,0.000000,3
-1.443320,0.022148,-0.097593,-1.685401,-1.113177,-0.664086,-0.249548,0.450971,-1.500022,-1.129061,-1.730540,-1.617338,1.196217,-1.175911,0.967912,-1.640060,-1.454680,0.967911,0.989172,0.502051,0.705587,0.581228,1.106943,0.788062,0.025837,1.208178,1.072361,0.795972,1.222556,0.795971,0.127342,1
-0.436414,0.169947,0.034131,-0.458300,-1.108251,0.893105,1.112777,0.499417,-0.378589,-0.077225,-0.421215,-0.296174,0.497346,0.597043,0.478366,0.118345,0.541710,1.474385,1.734457,2.021071,1.847460,1.215315,1.893696,1.813076,0.383897,1.915110,1.377673,2.287375,0.762326,0.803491,-0.367642,2
-0.249236,-0.353617,-0.135264,-0.222897,0.127714,0.074917,-0.503770,-0.811404,0.015699,0.051498,-0.036102,0.224194,0.075039,0.042623,-0.687742,-0.096155,-0.388833,-0.687741,-0.976787,-1.281566,-1.096090,-1.503636,-1.287295,-0.766991,-0.542243,-0.538061,0.046662,-1.031646,-0.538061,-1.031645,0.000000,2
-0.943843,0.188234,0.346791,-1.373152,-0.116012,0.323608,0.202308,0.123623,-0.160558,-0.010901,1.522240,-0.755237,0.242028,-0.172199,0.265693,0.233965,0.592086,0.265693,-0.665695,-1.289207,-0.560742,-1.119811,-0.607004,0.150605,1.080505,-0.678603,-0.178120,-1.044916,-0.678603,-1.044916,0.257576,3
0.934755,-0.770588,-0.796034,0.958592,3.107506,-0.103496,-0.020016,-0.069035,2.698350,3.402967,1.499319,3.167723,0.795260,1.104132,0.632732,3.273987,3.219095,0.626940,-1.623069,-2.155983,-1.492283,-2.274706,-1.397376,-1.127052,0.118435,-1.620756,-1.133384,-2.000359,-1.603970,-1.974723,0.324983,2
-0.842015,-0.078182,-0.485956,-0.422501,1.006413,-0.659260,-0.463086,-0.112323,0.430825,0.659753,0.054458,0.288895,1.959649,0.126207,-0.446156,0.284754,0.310067,-0.487967,-0.885234,-0.745717,-0.894988,-0.781274,-0.958208,-0.810802,0.727119,-0.815867,-0.849475,-0.632810,0.014538,0.079081,0.864795,3
0.765974,-0.601998,-0.329420,0.730759,0.586376,1.638851,1.925066,2.149348,0.888020,0.734156,0.840208,0.576855,-0.854312,0.991648,0.181076,0.296777,0.714251,0.589483,0.625522,0.962984,0.552941,0.936292,0.485975,0.443382,0.313747,0.609729,0.412437,1.174600,0.639980,0.684905,1.340794,2
0.696959,0.206470,0.315024,0.698539,0.926753,-0.103295,0.461628,1.406828,0.581199,0.718122,0.434585,0.581359,0.358815,0.331732,0.887990,0.010345,0.238419,0.941501,-0.516819,-0.287910,-0.445493,-0.175858,-0.480165,-0.556549,0.267884,-0.630438,-0.512677,-0.532370,0.071422,0.106663,1.019383,3
0.072085,1.348620,1.459306,1.343294,0.189008,1.330423,2.159002,1.416579,1.901140,1.916921,1.218335,2.552375,-0.333391,0.562511,-2.055455,2.986067,0.605758,0.193301,1.553904,3.008283,0.723180,2.937706,0.762746,-0.217529,-2.831953,2.985360,1.171284,2.681957,1.180635,0.989433,-2.072266,3
1.313032,1.442516,0.512868,1.400295,0.812861,-0.157180,-0.523273,-0.645759,0.756254,-0.151168,1.546367,-1.267391,-1.493487,1.460816,0.825831,-3.377031,-0.299763,0.825830,0.689370,0.544625,0.623454,0.478184,0.642029,0.598370,1.045621,0.885143,0.611589,0.653530,0.885144,0.653530,0.115478,1
-0.147127,0.209365,0.185349,0.134701,-0.323448,-1.148865,-0.908930,-1.060499,-0.500463,-0.474606,-0.225602,0.471549,0.982207,0.178362,1.469762,0.686093,0.326876,0.565586,0.780400,0.818914,0.538052,0.611719,0.440716,0.335281,-0.143689,0.818521,0.531637,1.225871,0.685701,0.632408,-0.400047,2
-2.077267,-0.389577,-0.402777,-2.199314,-1.417182,-0.126236,-0.174954,-0.215558,-1.525657,-1.322985,-0.647138,-1.878417,1.146857,-0.167464,0.943272,-1.201042,0.024672,0.283376,0.458078,0.261460,0.543381,0.343071,0.475922,0.460492,0.153078,0.296676,0.413513,0.472102,0.384289,0.382529,0.014602,1
-1.252010,-1.066430,-0.693040,-1.344500,-0.084033,0.145840,0.594520,1.075076,-0.105618,0.300838,-0.434052,1.186665,2.022581,-0.982047,0.138763,1.439702,0.488730,0.138763,0.852521,0.743877,0.623454,0.681185,0.858039,1.039792,0.288735,0.885143,1.034964,0.849585,0.885144,0.849584,0.115478,3
0.510073,1.010937,-0.422039,0.683319,1.645286,1.768234,0.424894,-0.429176,1.455185,1.591804,1.346009,1.339572,0.439571,0.603146,-0.946901,0.463045,0.713045,-0.936032,-0.740379,-0.862303,-0.704361,-0.724765,-0.719317,-0.364374,-0.873452,-0.734226,-0.558509,-0.757800,-0.733061,-0.754955,0.276441,2
1.511681,0.568471,-0.120577,1.647299,1.164146,1.298354,-0.035055,-1.114886,0.946368,0.739645,1.063115,0.244310,-2.318343,1.592109,-1.751349,0.022153,0.436585,-1.751347,-1.028430,-0.766286,-1.149975,-0.971005,-1.106943,-0.874257,0.383595,-0.877875,-0.582143,-0.780952,-0.878268,-0.780952,0.127342,3
-0.992248,-0.157210,-0.349455,-0.998101,-0.898634,-0.107789,0.318894,0.495245,-0.829671,-0.728748,-0.938798,-0.763531,1.057585,-0.974497,0.082282,-0.529375,-0.689199,0.082281,-0.289126,-0.508404,-0.207024,-0.409612,-0.369088,-0.186183,0.423888,-0.368908,-0.077272,-0.407692,-0.367340,-0.407692,0.124779,3
-0.630066,2.098479,1.580547,-0.273494,0.637998,0.216402,-0.301231,0.451886,0.196377,-1.248894,0.262878,1.485543,0.921185,-0.793782,-1.320273,0.313706,-0.299230,-1.262466,-0.023066,-0.613017,0.393941,-0.426722,0.131725,0.084866,-0.095426,-0.077283,-0.008558,-0.461325,0.092291,-0.190003,0.176322,1
0.784180,-0.866977,-0.957386,1.019484,1.044213,-0.790433,-0.558409,-0.166097,0.760677,1.030742,-0.056017,0.206571,-0.584989,0.672261,-0.131414,0.407270,0.535849,-0.091686,-0.210471,-0.613017,0.179709,-0.426722,-0.180262,-0.194568,-0.297501,-0.171274,-0.104833,-0.560418,0.123281,-0.255770,0.627377,2
-1.409441,-0.249135,-0.164820,-1.585473,-2.442093,1.003889,1.282875,1.416579,-1.848864,-1.069849,-1.610808,-0.477933,0.952983,-1.235224,-0.807535,-0.123542,-1.081510,-0.807534,0.187098,0.118928,0.311405,0.186967,0.043883,0.184856,-0.711266,0.158477,0.202197,0.046135,0.158477,0.046135,0.000000,1
-0.082970,0.075245,0.191290,-0.062934,0.663724,-0.808629,-0.318633,0.268749,0.178020,0.535196,0.214955,0.571809,0.940095,0.134973,-0.422149,0.916409,0.483985,-0.384601,0.135043,0.411422,0.170038,-0.087886,0.158999,0.499930,0.331551,0.047568,-0.198759,0.565696,0.119521,0.568058,0.007556,3
0.464774,-0.147237,-0.137406,0.827601,0.859789,-0.996561,-1.058389,-0.643156,0.618345,0.205203,0.741597,0.544806,-0.211437,0.406718,0.260848,0.223762,0.192788,0.260847,-0.198267,-0.214995,-0.350351,-0.331962,-0.149590,-0.131263,0.109237,-0.128740,-0.053333,-0.112725,-0.128740,-0.112725,0.000000,2
-0.912256,-0.335069,-0.313023,-0.895580,-1.254121,0.421917,0.515683,0.500100,-1.301775,-1.172893,-1.253319,-1.566671,0.645117,-0.857197,0.571488,-1.679870,-1.167765,0.571488,0.841503,0.647891,0.867925,0.727188,0.864463,0.899903,-0.820140,0.841573,0.713014,0.630780,0.847475,0.630780,0.124779,1
1.295640,0.470273,-0.098726,1.030844,0.886380,1.464632,1.081914,0.608030,1.122025,1.127453,1.088248,0.679879,-1.430756,1.367221,-0.533819,0.583561,1.137606,-0.533819,-1.214814,-0.924823,-1.149975,-0.971005,-1.352942,-1.151280,0.025837,-1.138611,-1.133685,-1.006212,-1.140824,-1.006211,0.127342,3
1.262666,0.258776,0.221831,1.187370,0.944456,0.686534,0.636793,0.235363,1.073871,1.153892,0.950098,1.662577,-1.179328,1.321279,1.903955,1.212402,1.063213,1.903953,-4.016003,-3.481682,-4.058942,-3.982420,-4.069783,-3.444492,-0.405461,-4.000419,-3.554566,-3.523098,-4.011785,-3.523096,0.124779,3
-2.129241,-1.156204,-0.866797,-2.256416,-1.181337,-0.070371,-0.182263,-0.000047,-1.215921,-1.378378,-1.146656,-1.077589,2.026200,-0.231251,0.473611,-1.579440,-0.020417,0.624789,0.421616,0.261460,0.453486,0.343071,0.475922,0.206229,0.153078,0.482105,0.160920,0.271202,0.384289,0.327358,-0.101353,3
1.037477,0.117902,0.641568,1.566271,0.862242,0.116103,-0.115168,0.050816,0.233282,0.092476,-0.022919,0.822020,-1.127655,0.408286,-0.833713,0.133877,0.229482,-0.903219,-1.130468,0.261460,-1.074778,0.343071,-1.053863,-1.234620,-1.109860,-1.279455,-1.270508,-0.934151,-0.127674,-0.003678,1.058043,2
0.571980,-0.805834,-0.769232,0.649792,1.030440,-0.302004,-0.195623,-0.192768,1.153793,1.055071,0.294887,1.174501,0.319085,0.392553,-0.525636,0.778028,1.158818,-0.525635,0.451926,1.374758,0.554550,0.554326,0.157059,0.150605,-0.098229,0.399177,-0.178120,1.466542,0.399178,1.466541,0.257576,2
0.380056,-0.534462,-0.560339,0.379886,-1.409743,0.969809,1.217429,0.103577,-0.224254,-0.080596,-0.558178,-0.639828,-1.258747,0.353487,-0.222867,-0.125191,0.199262,-0.248723,0.871240,1.451765,0.902980,1.467445,0.953966,1.138513,0.153078,0.667524,0.329309,0.873883,0.469620,0.492882,-0.333199,1
-0.492671,-0.005957,-0.229210,-0.469178,-0.392934,-0.097199,-0.008853,0.005407,-0.689421,-0.431518,-0.513613,-1.449854,-0.051279,0.684505,0.120728,-0.704791,0.466372,-0.781165,0.632278,0.193451,0.888544,0.285225,0.888168,-0.652396,0.874970,0.710149,-0.640592,0.365308,0.551000,0.587883,-0.367642,2
0.174521,-0.028739,-0.056932,0.405109,-0.057553,1.789748,2.034645,1.995435,0.230397,-0.048855,0.035803,0.863660,1.156005,0.163081,-2.216003,-0.574312,0.311565,-0.628468,0.803603,1.181538,1.046931,1.224362,0.610955,0.502293,-0.670179,0.466885,0.422893,1.225871,0.575439,0.632408,1.016545,3
1.063515,-0.557574,-0.021065,0.663615,0.738841,-0.630398,-0.612103,-0.749005,1.012045,0.534261,1.027929,1.285889,0.031761,0.304760,2.059175,1.347515,0.391296,2.196397,-1.301170,-1.020387,-1.254628,-1.213706,-1.436282,-1.319368,0.038269,-1.093975,-1.354652,-0.934151,-0.070791,-0.003678,1.173948,2
-0.017437,0.007296,-0.160970,0.029237,0.798757,0.163041,0.110483,-0.060292,0.562400,0.698488,0.038983,0.548586,0.652576,0.358433,-1.416581,-0.148936,0.412216,-2.256917,0.301070,0.063156,0.155562,0.217418,0.339432,0.427417,1.810258,0.275515,0.483191,0.187017,0.526008,0.449704,0.278763,2
-0.438505,0.703906,1.774571,-1.019082,-1.256735,1.560538,2.210976,2.816571,-0.680262,-0.900032,-0.681248,0.271423,0.659191,0.292907,-0.036966,0.945462,-1.724103,0.032602,0.999678,0.770609,0.696771,0.843281,1.089250,0.808641,1.436183,1.111769,1.465437,0.567626,-1.751348,-1.751445,-1.164965,3
0.025485,-0.145941,-0.072926,-0.066752,0.239323,1.272517,1.596933,0.678432,0.783829,0.702429,0.397489,1.183548,0.359257,0.194306,-0.843193,0.677688,0.598892,-0.843192,-1.428341,-1.428643,-1.415377,-1.403005,-1.404212,-1.453577,-0.541469,-1.411753,-1.346509,-1.510876,-1.411755,-1.510875,0.000000,3
1.017673,-0.483332,-0.467650,1.040294,1.291116,-0.323377,-0.718504,-0.628740,1.042908,1.192094,0.876017,-0.346620,-1.064321,1.108052,0.181468,-0.281909,1.159321,0.181468,1.416076,1.143437,1.405425,1.214410,1.393154,1.365411,0.838568,1.360382,1.345202,1.323084,1.368125,1.323084,0.124779,2
-0.133183,0.382017,0.147278,0.487474,0.850681,-1.009931,-1.028632,-0.763702,0.667656,0.668067,0.541741,0.717196,0.425990,0.147871,0.568040,0.642482,0.551592,0.561505,-0.131042,-0.400856,-0.067291,-0.242711,-0.064466,-0.181106,-0.781094,-0.201454,-0.217177,-0.248693,-0.190044,-0.235171,0.324983,2
-1.295137,-0.100341,0.187741,-1.583563,-1.679064,0.442285,0.365450,0.179950,-1.361691,-1.989605,-0.992110,-0.630117,0.873181,-1.814986,-0.765171,-0.636833,-1.005710,-0.716946,1.107246,0.718896,0.981555,0.887987,1.007016,1.013452,-0.634621,0.978254,1.454278,0.883906,1.276239,0.886449,0.459183,1
2.369911,7.367196,6.922356,-0.308489,-7.334220,5.575130,5.055197,2.255207,0.669506,-7.576905,2.975515,1.985683,-1.871986,-3.805298,1.800509,-1.426633,1.759389,1.800507,0.490872,0.345373,0.409694,0.478184,0.426019,0.377655,0.793319,0.449825,0.611589,0.457465,0.449825,0.457465,0.115478,3
-1.285889,-0.176431,-0.909855,-1.069850,0.134892,0.275575,0.084152,0.290745,-0.349767,0.159904,-0.886381,1.230195,1.580245,-0.162106,-0.286051,0.876518,0.034585,-0.243968,0.263813,-0.430835,0.393941,-0.320140,0.287719,0.643740,-0.802698,0.392683,0.761681,-0.263149,0.309243,-0.058462,0.791374,3
0.494802,-0.375965,-0.225752,0.685178,0.498421,-0.098503,-0.187661,-0.234870,0.542274,0.467217,0.973713,-0.197201,-0.539067,0.409613,0.751046,-0.151158,0.406848,0.736197,-0.247678,0.174391,-0.808954,-0.315023,-0.209285,-0.780683,-0.757570,0.353446,0.505227,0.351898,0.351526,0.351897,0.421169,3
-1.053160,1.087743,1.453777,-1.520530,-1.664990,0.787055,0.653009,0.590457,-0.320864,-1.974726,0.589333,-0.641145,0.640804,-1.869172,0.724164,-0.435600,-0.236881,0.726034,1.201142,0.938515,1.677160,1.247484,1.377974,0.949233,-0.040050,0.559443,0.745838,1.065726,0.755711,1.068339,-0.444163,2
1.075277,-0.020669,0.119632,1.253520,1.025816,1.918528,1.185460,0.952599,1.158920,0.829761,1.580246,1.596026,-0.405310,0.762427,-2.399271,0.659512,0.758203,-2.718655,-0.101506,0.175476,-0.169465,-0.115329,-0.182433,-0.275937,0.240088,0.036903,-0.109207,0.343976,0.684032,0.690766,2.815022,1
0.124728,-0.643437,-0.642272,0.199735,0.101255,-0.532642,-0.619743,-1.203554,-0.225973,-0.044196,-0.168671,-1.085832,-0.622136,0.195814,0.070896,-0.899248,-0.046971,0.013866,-0.207556,-0.762626,-0.210552,-0.531445,-0.004550,-0.100185,0.138079,-0.282763,-0.665684,-0.533989,-0.281215,-0.533989,-1.697711,1
0.509329,0.136501,0.558308,0.448800,0.172460,-0.900373,-1.166963,-1.168268,-0.182836,-0.031067,0.378549,-0.989243,-0.831541,0.367672,1.281970,-0.316190,0.357849,1.266487,-0.357105,-0.115671,-0.293692,0.014837,-0.318009,-0.013551,0.220072,-0.417776,-0.375874,-0.525293,-0.458823,-0.523584,0.233333,1
0.925657,2.061685,2.326486,1.644283,-0.935569,-2.131049,-2.528754,-2.365590,-1.196921,-1.090357,0.687964,-2.492458,-1.949495,0.672974,2.546850,-2.202128,-1.195210,2.741375,0.973681,0.769211,1.040999,0.874898,0.876396,0.328244,0.208390,0.943159,1.080806,0.919072,1.132681,0.924570,-3.920829,1
0.682021,-1.576523,-1.421909,0.416449,-0.291378,1.167463,0.978839,0.612464,-0.506726,0.639718,-1.246383,-0.931719,-1.921749,-4.489512,0.189682,0.575720,-4.059030,0.193301,2.225047,1.451765,2.161519,1.467445,2.292501,2.579322,0.038269,2.150955,2.518496,1.777885,-3.939000,-3.976088,-2.110938,3
-1.363699,0.836034,0.442929,-1.353749,-1.577729,-1.324793,-1.195514,-1.011138,-1.510175,-1.487252,-1.505853,-1.587782,1.226578,-1.378481,0.659553,-1.761702,-1.465437,0.659553,1.604370,1.928884,1.530284,1.978241,1.844939,1.065125,0.383595,1.468955,1.072361,1.697058,1.485143,1.697058,0.127342,1
0.577207,-0.853034,-0.304448,0.720817,-0.085069,0.204168,-0.454299,-0.441632,-0.134380,-0.150203,-0.344449,-0.418801,-1.523244,0.717097,-0.389256,-0.537398,0.706500,-0.734850,0.145951,0.697533,0.624901,1.054164,0.599424,0.189712,-0.063181,0.036903,-0.258133,-0.159401,0.689400,0.649257,-0.540294,3
1.339371,-0.266959,-0.436706,1.340177,1.789749,0.475390,-0.910458,-1.916619,1.518218,1.651922,1.221853,0.323729,-1.242663,1.428847,-0.068610,0.238439,1.538824,-0.068610,1.782913,1.638953,1.763717,1.539224,1.745614,1.675650,1.149570,1.706207,1.661371,1.842325,1.715157,1.842325,0.124779,3
0.027524,0.147660,0.109820,0.388934,0.039424,-0.365942,-0.280391,0.119370,-0.126578,0.052690,-0.102441,0.651680,-0.086529,0.168078,-0.974165,0.364997,-0.089225,-0.974164,0.363067,0.345373,0.623454,0.478184,0.426019,0.156949,0.288735,0.232166,0.188183,0.261410,0.232166,0.261410,0.115478,2
-1.082314,0.923546,0.539489,-1.118205,-1.198125,-0.603265,1.275737,1.742399,-0.777989,-1.032150,-0.301261,-1.021392,1.225472,0.197061,-0.373945,-1.544757,0.380097,-0.828032,-0.916087,-0.768467,-0.933290,-0.644864,-0.921685,-1.108957,0.103285,-0.896473,-1.167061,-0.848630,0.473138,0.469297,1.027621,1
-0.307805,-1.431960,-1.470666,-0.314833,0.333370,0.029346,0.140472,0.133414,-0.280632,0.224787,-0.772530,0.082079,0.335612,-1.559939,0.056074,0.749528,-1.446236,0.167695,-0.958752,-1.521232,-0.804962,-1.430953,-0.807925,-0.120728,1.528973,-0.912015,-0.109207,-1.292020,-1.448248,-1.446938,-0.913107,3
-0.995777,-0.921304,-0.692768,-1.160931,-0.451303,0.002272,-0.039923,-0.240319,-0.954641,-0.450519,-0.907020,-0.418107,0.525525,-0.217066,1.457899,-0.028020,-0.487886,1.480015,-0.537186,-0.211004,-0.517021,-0.085964,-0.844347,-1.040194,-0.304709,-0.532350,-0.322774,-0.356452,-0.541399,-0.356452,0.164557,3
0.224626,3.786793,4.127899,1.152687,0.130861,-0.787738,-1.153592,-0.626367,-0.229371,-0.746934,1.290214,0.036455,0.300376,-0.568372,3.688982,-0.573890,-1.035165,3.688978,-0.541710,0.026424,-1.356164,-0.815786,-0.368978,-1.428344,-1.226275,0.425898,-1.685197,0.345423,0.434756,0.345423,0.127342,3
-2.277926,1.552597,2.707397,-2.741880,-2.078574,3.771308,0.842037,-0.025476,-1.753560,-0.953203,-0.974115,-0.920550,1.136803,-1.643078,1.527366,-0.004012,-0.088228,1.527365,1.118505,1.289910,1.468759,1.351232,1.278348,1.247086,-0.207898,0.905772,0.330666,0.966552,0.905773,0.966552,0.000000,2
0.497436,1.348319,0.438496,0.271836,-0.189199,0.412709,-0.183258,-0.271021,0.846892,0.920631,0.751157,0.816410,-0.445020,0.198327,-0.842610,0.929769,0.626407,-0.860514,-1.374255,-1.111569,-1.302280,-1.382095,-1.332534,-1.042405,0.365007,-1.189379,-1.112172,-0.887616,-1.206169,-0.887615,0.256262,2
0.241927,0.039109,0.068857,-0.122990,-0.788583,1.641867,1.728026,2.095363,-0.144533,-0.327308,0.040931,0.313545,-0.318412,0.275304,2.123112,0.287508,0.361820,0.777234,-0.295983,-0.178291,-0.225210,-0.263551,-0.410457,-0.388472,1.106744,-0.236378,-0.283939,0.128579,0.386431,0.465718,-0.518099,2
-0.664920,-0.997446,-0.477230,-0.700720,-0.639476,0.037019,-0.052559,-0.024448,-1.112978,-1.249899,-1.204160,-1.852078,0.195020,-0.953245,0.596862,-1.734961,-1.347514,0.560117,0.994521,0.157994,1.096593,0.398513,1.203754,1.532996,0.158396,1.011540,1.026620,0.549169,1.042606,0.549169,0.256262,2
0.867610,-0.175869,-0.170088,0.494873,0.443109,0.455273,0.613048,0.311444,1.204360,1.301170,0.922673,1.036271,-0.185972,1.108957,-1.489466,0.570713,0.725742,-1.418691,-1.246280,-0.950227,-1.452976,-1.217828,-1.272014,-1.361491,-0.077212,-0.883112,-1.084325,-0.843493,-1.037177,-0.841974,0.459183,2
0.926732,-0.275364,-0.252121,0.781356,0.171727,-0.118968,-0.143357,-0.366063,0.072609,0.030384,-0.007491,0.125121,-1.181640,0.544446,-3.321039,-0.894563,-1.245878,-3.310882,-0.749296,-0.189963,-0.704361,-0.610925,-0.719317,-0.702460,1.384309,-0.734226,-0.736126,-0.049470,-0.733061,-0.042947,0.276441,1
-1.107447,0.399379,0.355015,-0.895187,-0.896392,-1.404414,-1.786032,-1.398383,-1.180635,-1.025816,-0.829008,-0.519070,0.963468,-0.729744,0.545300,-0.399158,-1.081108,0.538503,-0.432182,-0.010834,-0.621463,-0.242711,0.013939,-0.108342,0.118435,0.210612,0.240932,0.140562,0.220444,0.151409,0.324983,1
-0.406355,-0.098478,-0.168510,-0.055684,-0.494028,-0.635857,-0.456631,-0.172652,-0.867934,-0.178704,-0.131625,-0.846157,-0.177065,-0.076753,0.409131,-0.231191,-0.231432,0.409130,0.319919,0.429980,0.256033,0.509620,0.258384,0.459436,0.426371,0.285065,0.330666,0.534843,0.285065,0.534843,0.000000,3
0.143286,1.114685,1.016870,0.571508,0.033422,-2.903829,-2.179409,-1.155400,-0.175668,-0.047490,-0.383103,-0.250241,-0.194065,-0.146846,0.222646,-0.298989,-0.009089,0.222646,-1.203253,-1.281566,-1.096090,-0.917774,-1.287295,-0.766991,-1.316853,-1.283074,-0.653269,-1.031646,-1.283075,-1.031645,0.000000,1
