0.58945,0.47916,0.52663,0.47856,0.2875,0.42518,0.34214,0.28284,0.54338,0.41713,0.40828,0.35685,0.28033,0.26933,0.4671,0.37411,0.35267,0.39054,0.30177,0.24807,0.43189,0.36893,0.3827,0.56462,0.23124,0.34713,0.43566,0.41996,0.48003,0.59028,0.50359,0.54204,0.4892,0.46744,0.34504,0.36201,0.37807,0.29174,0.48687,0.30367,0.44282,0.28357,0.34261,0.27388,0.58943,0.32618,0.51271,0.27593,0.41485,0.36689,0.48764,0.28642,0.43265,0.26904,0.39354,0.33444,0.38061,0.36742,0.36275,0.31358,0.4205,0.27857,0.44902,0.30935,0.3432,0.35392,0.40777,0.30105,0.43655,0.32986,0.41049,0.29156,0.41947,0.44625,0.47577,0.33502,0.4755,0.29939,0.34003,0.2837,0.48286,0.29095,0.41839,0.31022,0.32439,0.24233,0.45008,0.34804,0.36009,0.33455,0.25557,0.33173,0.56581,0.46927,0.37928,0.46278,0.4,0.42837,0.34428,0.34932,0.40179,0.28126,0.32389,0.32802,0.3641,0.29686,0.48825,0.27319,0.39615,0.35239,0.42372,0.26654,0.54928,0.25368,0.32807,0.25408,0.50317,0.26313,0.50378,0.23499,0.34516,0.57766,0.55995,0.43413,0.47176,0.41662,0.35917,0.84869,0.66453,0.75626,0.52284,0.50801,0.39632,0.62588,0.65323,0.57421,0.55773,0.52903,0.35241,0.70794,0.61423,0.52424,0.56666,0.4951,0.36074,0.72215,0.66342,0.62278,0.58685,0.46729,0,0,0,11.6219,10.8686,8.824,11.1915,10.9762,15.7111,16.4644,14.7426,16.3567,13.9893,11.0839,12.0523,10.5458,7.8555,9.6849,13.3437,17.11,29.5928,44.6582,18.9394,18.9394,14.7426,16.1415,13.2361,16.6796,12.8056,14.7426,17.8633,12.5904,11.6219,8.7164,10.3306,10.1154,9.6849,15.0654,16.2491,16.3567,13.1284,11.0839,12.3752,11.5143,13.6665,16.2491,16.3567,15.0654,12.2676,12.698,11.6219,11.7295,12.3752,14.2045,13.6665,15.8187,20.1231,19.047,18.509,17.8633,16.2491,14.9578,16.8948,16.7872,15.6035,16.1415,15.8187,11.5143,11.7295,8.9316,9.4697,8.824,9.1469,10.8686,10.761,1
0.4781,0.62977,0.49205,0.39356,0.31836,0.38364,0.25496,0.42527,0.54126,0.59049,0.46283,0.48914,0.66682,1.1911,0.56288,0.65208,0.31716,0.46454,0.51302,1.0102,0.56687,0.53631,0.26984,0.46866,0.42259,0.87411,0.63339,0.7031,0.27223,0.51693,0.30676,0.45579,0.45401,0.57213,0.34842,0.56293,0.23086,0.5164,0.48513,0.75058,0.40233,0.76594,0.21873,0.41385,0.48403,0.72236,0.40329,0.74985,0.2634,0.33272,0.42719,0.45277,0.48077,0.4573,0.2051,0.48996,0.5144,0.7419,0.39251,0.68943,0.59873,0.71164,0.36137,0.51444,0.72456,0.97472,0.52837,0.52335,0.31462,0.44072,0.72931,0.67905,0.42318,0.30643,0.37255,0.38077,0.64515,0.60481,0.44937,0.24727,0.35214,0.32166,0.59175,0.46464,0.52095,0.53319,0.32922,0.44979,0.68761,0.81342,0.62529,0.94289,0.40586,0.66365,0.83893,0.98872,0.59226,1.2003,0.39876,0.74313,0.83505,1.0417,0.56523,1.0813,0.42342,0.81813,0.8115,1.0768,0.56514,1.1958,0.41406,0.80318,0.78907,1.0102,0.55224,0.97259,0.40166,0.74549,0.81007,1.0733,0.36882,0.51971,0.5187,0.49938,0.53499,0.45126,0.38248,0.63824,0.58476,0.61049,0.59815,0.51755,0.39782,0.66145,0.64236,0.78008,0.58243,0.57273,0.3761,0.69764,0.62294,0.58808,0.61912,0.5134,0.38544,0.5949,0.64299,0.54231,0.65144,0.55695,0,0,0,3.7664,5.1653,4.5196,4.9501,4.0892,5.3805,7.3175,7.3175,7.7479,10.6534,9.0393,8.0708,9.5773,9.5773,8.824,13.1284,19.5851,45.5191,68.3325,18.8318,15.173,9.6849,9.5773,6.349,7.9632,6.8871,5.7033,6.5642,7.2099,4.7348,4.8425,4.1968,2.3674,3.5511,4.9501,7.5327,12.3752,7.4251,4.5196,5.1653,5.4881,6.9947,6.7794,8.7164,9.0393,8.9316,9.4697,9.4697,7.8555,10.0077,10.5458,15.7111,21.6296,39.9234,51.1148,29.1624,14.7426,10.6534,8.7164,8.5012,7.6403,8.824,9.5773,7.6403,6.4566,5.811,4.3044,4.6272,3.7664,5.0577,3.1207,3.9816,5
0.3009,0.69996,0.89548,1.058,0.5987,0.68294,0.36639,0.6301,0.70617,0.69288,0.61788,0.57894,0.33567,0.59425,0.70535,0.68343,0.61115,0.59185,0.34142,0.65137,0.73589,0.71029,0.55438,0.54389,0.26238,0.7801,0.93828,1.2721,0.56403,0.76414,0.27862,0.81956,0.85349,1.4879,0.65827,0.86189,0.27959,0.45049,0.38025,0.61896,0.62707,0.64829,0.20954,0.37549,0.35937,0.61277,0.65019,0.68656,0.27552,0.33747,0.43434,0.6153,0.57848,0.77075,0.23741,0.61361,0.92666,1.2006,0.61772,0.76384,0.28336,0.84368,0.84691,1.6056,0.72847,1.0109,0.22181,0.52725,0.43102,0.58674,0.70064,0.5346,0.22787,0.496,0.41412,0.63411,0.82598,1.0219,0.292,0.49447,0.43598,0.61857,0.68118,1.0566,0.24672,0.68681,0.89913,1.0691,0.62701,0.68017,0.27758,0.84819,0.86165,1.3826,0.6556,0.89325,0.43327,0.61129,0.37015,0.45821,0.73417,0.62962,0.54188,0.69874,0.38981,0.45094,0.74006,0.58782,0.37969,0.54672,0.39826,0.41059,0.73817,0.82386,0.23298,0.58998,0.91804,1.1304,0.61688,0.68527,0.33489,0.53882,0.71882,0.68117,0.51422,0.53523,0.31561,0.52022,0.63475,0.43487,0.60391,0.46289,0.34434,0.75477,0.75139,1.0729,0.59318,0.77361,0.31171,0.7612,0.73377,0.88582,0.61758,0.65491,0.31142,0.59871,0.80332,0.92708,0.62194,0.63428,1,4.332,900,29.7004,11.2991,6.1338,5.3805,4.7348,3.4435,3.0131,1.8294,2.9055,2.5826,2.7979,3.0131,3.7664,3.3359,4.412,5.3805,11.6219,47.0257,73.8206,16.0339,5.811,5.0577,4.6272,3.5511,3.4435,3.7664,6.0262,6.1338,5.3805,3.3359,4.9501,5.2729,4.412,5.1653,8.6088,26.7949,37.556,13.2361,6.349,4.6272,4.0892,3.9816,3.6587,3.9816,3.7664,2.9055,4.1968,3.7664,5.3805,5.5957,6.9947,9.5773,9.4697,30.6689,43.905,12.4828,5.5957,3.9816,4.412,4.7348,4.3044,3.5511,4.8425,6.349,6.8871,8.3936,6.1338,3.7664,3.6587,5.0577,11.5143,27.4406,4
0.40122,0.97127,0.93917,1.2285,0.57347,0.78511,0.37082,1.0968,0.76766,0.9017,0.38303,0.56377,0.4696,0.58548,0.80698,0.8051,0.54333,0.47872,0.41142,0.82565,0.81715,0.70892,0.73129,0.58676,0.41999,0.63488,0.90251,0.90807,0.54021,0.66958,0.38773,0.67468,0.66719,0.58254,0.47906,0.4763,0.42958,0.88102,0.558,0.66419,0.3843,0.39858,0.56738,0.60699,0.76425,0.68184,0.69876,0.51221,0.72885,1.3776,0.78425,0.73796,0.79119,0.6058,0.36699,0.50134,0.80521,0.75542,0.56461,0.685,0.4236,0.56372,0.77083,0.71236,0.5428,0.53057,0.67215,0.85425,0.71335,0.59712,0.66637,0.59025,0.65229,1.0702,0.87126,0.81498,0.62154,0.56466,0.39957,0.71762,0.80465,0.90226,0.79281,0.64261,0.35372,0.94804,0.92727,1.3008,0.70368,0.83275,0.38358,0.60354,0.80129,0.65429,0.57641,0.67165,0.51424,0.72157,0.61007,0.51437,0.64334,0.75962,0.44594,0.55656,0.7969,0.65939,0.63744,0.57846,0.41048,1.1773,1.0684,2.2805,0.87779,1.3416,0.36482,1.191,1.0011,1.7779,0.76191,1.1124,0.35679,0.72404,0.75264,0.68988,0.50387,0.54383,0.35887,0.66776,0.76924,0.66582,0.60884,0.51126,0.35434,0.85269,0.83529,0.93158,0.63775,0.63963,0.34768,0.91016,0.87562,1.1757,0.63966,0.79569,0.35279,0.79647,0.79575,0.82333,0.65034,0.59023,0,0,0,19.8003,13.8817,10.6534,6.1338,6.7794,6.4566,8.6088,7.8555,11.1915,11.1915,10.8686,9.9001,9.7925,9.7925,10.5458,11.2991,17.8633,39.4929,56.1725,17.9709,12.698,10.8686,8.7164,10.9762,10.8686,10.761,9.6849,11.9447,8.7164,8.0708,8.6088,4.7348,5.811,7.4251,13.1284,30.2385,29.808,18.8318,9.0393,6.7794,7.2099,5.811,6.8871,9.1469,6.6718,7.4251,9.5773,13.0208,10.3306,12.16,11.4067,11.1915,13.4513,19.5851,19.5851,12.3752,9.7925,10.3306,9.3621,9.5773,10.0077,12.16,11.2991,10.8686,6.5642,7.2099,6.6718,7.4251,6.2414,7.2099,13.8817,23.8895,2
0.39962,0.28009,0.42887,0.39723,0.40188,0.41529,0.35136,0.40192,0.66666,0.43983,0.64055,0.432,0.44711,0.34147,0.63281,0.36799,0.6399,0.37944,0.33445,0.47653,0.70547,0.54993,0.64752,0.4138,0.30878,0.2646,0.79812,0.71341,0.57427,0.45121,0.35281,0.26691,0.62789,0.41971,0.55204,0.35531,0.38539,0.26145,0.48855,0.33169,0.45867,0.34064,0.27892,0.27336,0.53875,0.69742,0.75536,0.76525,0.35623,0.2451,0.54147,0.3251,0.38603,0.33422,0.31488,0.28239,0.712,0.46405,0.53089,0.36965,0.50024,0.52501,0.50677,0.42116,0.36042,0.34959,0.4504,0.34798,0.63216,0.37573,0.43471,0.30371,0.2835,0.36957,0.62344,0.57589,0.86494,0.82663,0.53548,0.59557,0.53526,0.36706,0.34599,0.34659,0.40208,0.23284,0.49458,0.22405,0.49511,0.34839,0.56543,0.74934,0.53485,0.45979,0.29404,0.41218,0.79074,3.1247,0.97071,1.6919,0.8046,1.4721,0.64776,1.5736,0.65915,0.86019,0.92291,1.0595,0.90479,2.6334,0.98317,1.3778,0.75301,1.2775,0.40922,0.4206,0.49156,0.49361,0.33147,0.41049,0.41258,0.55213,0.68799,0.64626,0.4078,0.54985,0.56772,0.68991,0.76115,0.6657,0.59902,0.50479,0.52888,0.76627,0.7723,0.82115,0.63353,0.58485,0.56543,0.7699,0.84996,1.027,0.60013,0.57796,0.39197,0.66346,0.73172,0.75744,0.52411,0.45227,2,1.132,625,13.5589,10.0077,9.1469,6.4566,8.9316,8.286,8.824,10.761,9.0393,9.9001,6.9947,8.3936,7.4251,6.5642,10.0077,11.1915,15.6035,34.9733,41.6451,17.9709,12.8056,10.1154,8.286,7.9632,8.3936,7.2099,6.7794,7.6403,7.7479,8.6088,7.7479,7.3175,8.1784,8.1784,10.1154,11.1915,11.8371,10.9762,9.6849,6.8871,6.0262,8.824,8.9316,8.0708,8.5012,8.0708,10.1154,7.8555,7.5327,6.9947,7.6403,9.5773,14.5274,19.4774,17.9709,13.2361,10.9762,8.286,7.8555,6.6718,6.4566,7.4251,7.1023,7.5327,8.7164,8.5012,8.3936,6.2414,6.5642,7.7479,10.223,11.0839,1
0.50108,1.0105,0.38576,0.72473,0.43009,0.68508,0.49745,1.2774,0.4064,0.8321,0.48545,0.66055,0.50521,1.5969,0.40623,0.85376,0.56505,0.91174,0.48655,1.2778,0.39959,0.81817,0.50849,0.75025,0.47734,1.2491,0.39792,0.81656,0.49805,0.76093,0.47596,0.85869,0.32415,0.52687,0.51007,0.59604,0.42642,1.1774,0.31594,0.57885,0.50009,0.55145,0.42828,0.99691,0.34775,0.63497,0.50947,0.54226,0.42054,0.88997,0.32536,0.55827,0.52561,0.53307,0.3984,0.85354,0.30486,0.51696,0.50681,0.52036,0.45954,1.0625,0.4162,0.81007,0.88832,1.1523,0.43083,0.94367,0.4061,0.84245,0.9507,1.3953,0.40278,0.91758,0.40207,0.83624,0.95552,1.3699,0.40377,0.80177,0.40296,0.82091,0.95947,1.3375,0.37924,0.92714,0.39755,0.81816,0.96118,1.3419,0.29145,0.9081,0.4347,0.6819,1.0568,2.1003,0.2843,1.0113,0.38479,0.83205,1.0641,2.2678,0.28135,1.0619,0.38503,0.83358,1.0642,2.2678,0.27886,1.0943,0.38164,0.85116,1.0636,2.2685,0.28547,0.92212,0.37784,0.82635,1.063,2.2675,0.39849,0.49582,0.46829,0.49989,0.56692,0.5483,0.34199,0.56256,0.52041,0.48991,0.6197,0.53348,0.32491,0.82359,0.6172,0.76886,0.64151,0.85047,0.32259,0.85416,0.60747,0.71914,0.64887,0.80058,0.33298,0.73258,0.60399,0.60243,0.6807,0.63082,0,0,0,3.6587,2.6903,4.5196,3.874,5.811,4.1968,6.8871,6.7794,7.9632,7.9632,7.9632,9.4697,11.6219,11.1915,12.16,13.5589,16.2491,39.2777,68.2249,15.6035,15.3883,11.6219,14.3122,10.1154,8.6088,8.286,8.7164,7.8555,7.5327,7.1023,6.1338,6.349,5.2729,6.8871,4.7348,5.9186,6.8871,4.8425,4.5196,5.1653,5.0577,6.6718,5.9186,7.2099,9.3621,9.3621,9.0393,8.824,9.6849,9.5773,11.8371,14.3122,25.9341,36.8027,37.6636,18.6166,12.9132,8.286,9.5773,8.7164,7.8555,6.349,7.8555,6.1338,4.7348,4.1968,4.0892,4.3044,3.0131,3.7664,3.5511,3.2283,5
0.36987,0.37585,0.44012,0.34471,0.35975,0.31498,0.39008,0.30127,0.37138,0.38894,0.42714,0.40935,0.28017,0.21079,0.34692,0.45059,0.65503,0.45004,0.3721,0.27102,0.31632,0.33975,0.47305,0.36386,0.283,0.2847,0.34744,0.47057,0.55346,0.5912,0.36943,0.2459,0.35516,0.37584,0.42659,0.40158,0.36462,0.25482,0.30711,0.33591,0.56254,0.35998,0.20797,0.39608,0.38054,0.58319,0.86246,0.83314,0.33051,0.2368,0.28366,0.36257,0.66655,0.49428,0.38321,0.31273,0.36446,0.40146,0.50342,0.47546,0.31135,0.33648,0.42808,0.34352,0.68041,0.41104,0.45934,0.33171,0.37743,0.40205,0.57339,0.47723,0.38413,0.21661,0.33458,0.44348,0.75544,0.6516,0.53042,0.62367,0.36748,0.44991,0.678,0.53433,0.50043,0.56553,0.37457,0.37621,0.43349,0.3856,0.53689,0.53035,0.4007,0.46462,0.31729,0.37607,0.73697,1.2535,0.42223,0.74362,0.3972,0.79874,0.51453,0.46147,0.35572,0.43903,0.62289,0.50838,0.73323,1.1459,0.44469,0.82171,0.40653,0.8249,0.55514,0.49404,0.41308,0.40366,0.29522,0.38892,0.40124,0.5886,0.67557,0.50002,0.45353,0.43577,0.42466,0.79085,0.65906,0.55236,0.54144,0.46101,0.40261,0.67783,0.67383,0.68392,0.56505,0.56589,0.44141,0.67583,0.70919,0.61915,0.55524,0.54681,0.41268,0.65082,0.72286,0.62072,0.56136,0.5006,1,8.369,5550,18.7242,17.11,14.9578,8.286,9.3621,9.4697,11.5143,9.2545,9.6849,10.8686,10.0077,9.6849,9.2545,7.2099,7.9632,10.8686,21.0916,38.6321,51.1148,18.0785,13.1284,12.5904,11.6219,8.824,8.5012,9.7925,9.4697,10.1154,10.4382,10.4382,10.1154,11.2991,10.6534,15.4959,16.0339,18.8318,14.5274,12.698,8.824,9.6849,7.4251,9.7925,8.9316,10.6534,11.8371,10.5458,10.6534,8.6088,9.3621,9.3621,12.3752,13.5589,17.4329,23.5666,23.2438,17.6481,12.8056,10.6534,9.4697,7.7479,9.9001,9.4697,9.4697,10.223,9.2545,7.2099,7.8555,8.7164,10.761,10.6534,14.635,20.2307,1
0.28072,0.24347,0.26698,0.37035,0.60031,0.58186,0.29383,0.25875,0.25401,0.37001,0.60406,0.61762,0.31453,0.20457,0.30979,0.37555,0.60983,0.69397,0.34767,0.26013,0.27763,0.37028,0.60323,0.44717,0.51114,0.64434,0.26152,0.48342,0.44775,0.58431,0.22534,0.2426,0.32556,0.55117,0.59739,0.85131,0.26635,0.3371,0.35744,0.41181,0.74442,0.5801,0.2661,0.2943,0.37407,0.42306,0.75749,0.61134,0.42328,0.40678,0.32192,0.37762,0.63273,0.53139,0.29821,0.2704,0.37594,0.42029,0.63647,0.46186,0.40229,0.20838,0.32946,0.45482,0.82757,0.86543,0.33219,0.23809,0.34167,0.35593,0.89069,1.0752,0.3669,0.28911,0.4367,0.57092,0.91505,0.99555,0.28071,0.21038,0.31336,0.33332,0.69563,0.4958,0.36082,0.22966,0.39265,0.40872,0.8838,0.92016,0.48388,0.88221,0.40354,0.76779,1.0561,2.1418,0.4207,0.38421,0.36384,0.46284,0.92813,1.3248,0.40839,0.3781,0.39476,0.63116,0.94153,1.4059,0.44127,0.81822,0.43064,0.73153,1.047,1.9502,0.44229,1.102,0.40453,0.78408,1.0384,2.1177,0.37949,0.30641,0.46389,0.49038,0.58217,0.60412,0.3716,0.53953,0.52823,0.42835,0.57888,0.5092,0.34705,0.67525,0.61453,0.72388,0.58928,0.74015,0.33874,0.62851,0.60842,0.69016,0.62224,0.74461,0.38021,0.55089,0.62042,0.61347,0.67135,0.62337,0,0,0,11.4067,11.4067,6.4566,7.5327,8.6088,7.7479,8.9316,11.1915,11.1915,10.6534,12.4828,10.1154,10.4382,10.9762,13.0208,15.9263,20.984,44.8734,69.0857,23.1362,13.6665,13.3437,9.2545,9.4697,7.9632,10.1154,10.6534,9.5773,8.6088,8.3936,6.5642,6.4566,8.1784,6.1338,7.8555,9.6849,8.0708,8.824,8.1784,7.6403,7.9632,7.7479,8.1784,9.9001,11.6219,9.5773,9.4697,10.3306,9.9001,9.9001,10.6534,13.6665,17.9709,36.157,44.9811,25.9341,14.635,9.7925,9.3621,8.1784,8.9316,8.9316,9.0393,9.0393,7.5327,8.7164,6.7794,6.9947,6.2414,5.3805,8.7164,9.3621,5
0.23274,0.46524,0.64881,0.51525,0.36047,0.438,0.277,0.42975,0.75123,0.67197,0.40194,0.45726,0.34208,0.30571,0.7716,0.62434,0.43336,0.42347,0.23729,0.38898,0.78389,0.71494,0.41597,0.47765,0.20321,0.36404,0.68704,0.6425,0.35662,0.44822,0.25415,0.42413,0.49692,0.32165,0.38813,0.42249,0.26964,0.60077,0.66131,0.46261,0.45511,0.45827,0.26091,0.48912,0.74021,0.56746,0.42322,0.49285,0.23127,0.39156,0.69534,0.47952,0.45384,0.52477,0.23158,0.28259,0.55616,0.32365,0.37915,0.44856,0.21901,0.35524,0.59905,0.49756,0.38422,0.44511,0.23801,0.60634,0.78342,0.68143,0.45959,0.4989,0.24681,0.53777,0.65259,0.42445,0.46814,0.46817,0.23972,0.51756,0.7339,0.59332,0.50451,0.43156,0.19792,0.35426,0.64965,0.5214,0.45098,0.39447,0.25327,0.41437,0.64921,0.45704,0.3212,0.41918,0.26245,0.52641,0.78824,0.67375,0.39457,0.441,0.26192,0.48499,0.76315,0.59598,0.40318,0.42945,0.27521,0.51775,0.62722,0.4674,0.41356,0.48079,0.20696,0.29427,0.56158,0.31837,0.34692,0.44682,0.28242,0.51523,0.55064,0.3832,0.39753,0.38815,0.32639,0.74291,0.698,0.54127,0.53211,0.4146,0.34952,0.63945,0.76113,0.60965,0.55949,0.54888,0.32808,0.70571,0.71733,0.60965,0.57159,0.50321,0.2725,0.51169,0.6288,0.48182,0.52271,0.37572,0,0,0,19.2945,11.6004,10.2983,11.9555,10.2983,10.1799,9.4697,12.1922,11.2453,12.6657,14.9148,16.0985,15.8617,15.5066,24.3845,21.7803,27.107,44.5076,54.6875,27.4621,22.4905,18.5843,15.5066,16.4536,16.572,16.4536,14.9148,13.6127,11.482,10.0616,11.2453,11.9555,10.6534,12.0739,11.7188,12.1922,16.8087,13.6127,10.1799,10.8902,12.0739,11.2453,14.2045,14.678,11.9555,15.7434,15.1515,15.1515,20.4782,17.6373,20.3598,25.0947,21.6619,30.5398,30.7765,25.0947,20.5966,17.6373,17.2822,16.6903,16.8087,18.5843,17.4006,15.3883,12.0739,9.3513,10.535,10.535,10.6534,11.9555,13.1392,15.625,2
0.39203,0.95417,0.40463,0.48701,0.4233,0.48931,0.39652,0.71369,0.36375,0.48041,0.47441,0.43673,0.32155,0.47096,0.45886,0.44391,0.45491,0.42099,0.32616,0.58216,0.44845,0.41099,0.44745,0.33917,0.35029,0.76694,0.38366,0.44799,0.4612,0.35538,0.34939,0.71433,0.27984,0.44128,0.9683,1.4482,0.40603,0.49222,0.27165,0.42104,0.99331,1.6895,0.35679,0.46483,0.31001,0.3672,0.8416,0.91801,0.36186,0.31997,0.27597,0.3652,0.84329,0.8562,0.30994,0.56034,0.27519,0.41143,0.91345,1.3062,0.36932,0.79096,0.23042,0.51915,0.95347,1.3087,0.46873,0.93384,0.24483,0.5482,1.0356,2.1994,0.38903,0.88208,0.26932,0.49445,0.86742,1.2517,0.33784,0.6835,0.22522,0.5013,0.95457,1.6259,0.30482,0.57381,0.22869,0.46555,0.93271,1.3784,0.39931,0.90233,0.23322,0.54195,1.0056,1.8129,0.41265,0.78246,0.23544,0.52348,1.0369,2.2191,0.36148,0.87421,0.23493,0.5253,0.96218,1.689,0.35368,0.91914,0.22722,0.54124,1.0266,2.1994,0.3156,0.7898,0.21927,0.52277,1.0342,2.2197,0.35502,0.6574,0.47002,0.43979,0.66414,0.50321,0.33903,0.81385,0.54171,0.57353,0.71753,0.60947,0.35566,0.72549,0.596,0.73417,0.69892,0.68027,0.32964,0.74121,0.58475,0.52122,0.66518,0.54692,0.32965,0.68476,0.59098,0.52258,0.71187,0.60644,0,0,0,7.4251,8.1784,8.9316,9.3621,11.8371,9.7925,10.4382,10.0077,12.8056,12.9132,11.9447,11.4067,11.2991,10.761,12.2676,15.0654,20.7688,45.3039,67.4716,19.8003,14.0969,13.5589,9.5773,10.761,11.8371,11.5143,11.0839,13.7741,8.9316,10.1154,8.3936,8.286,10.3306,10.0077,8.824,10.8686,8.3936,9.7925,8.1784,6.9947,11.1915,9.7925,10.761,14.2045,12.3752,12.2676,17.0024,14.0969,15.6035,13.0208,17.2176,17.5405,26.6873,38.2016,36.4799,19.2622,13.8817,13.2361,12.2676,10.5458,13.8817,12.698,12.2676,14.3122,12.4828,9.9001,9.7925,8.9316,8.0708,8.1784,9.4697,7.6403,3
